BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
50,Canada,1955,MF,15,999,1.7,46.7,24.6,40.7,17.3,10.9,5.6,7.9563,5.2339,2.3921,0.3303,10684,CAN,Advanced Economies
50,Canada,1960,MF,15,999,1.4,42.9,23.3,42.2,18,13.6,7.1,8.3617,5.3289,2.6205,0.4123,11901,CAN,Advanced Economies
50,Canada,1965,MF,15,999,1.3,38,21.2,45.4,16.7,15.3,7.9,8.663,5.4179,2.7816,0.4634,13110,CAN,Advanced Economies
50,Canada,1970,MF,15,999,1.1,32,16.8,53.5,19.3,13.5,7,8.8832,5.4809,2.9921,0.4102,15179,CAN,Advanced Economies
50,Canada,1975,MF,15,999,1.4,24.3,10.8,59.2,21.7,15.1,8.4,9.3122,5.5086,3.3329,0.4707,17085,CAN,Advanced Economies
50,Canada,1980,MF,15,999,1.6,19.1,8.8,62.8,23.6,16.5,9.7,9.7023,5.5947,3.5829,0.5246,18942,CAN,Advanced Economies
50,Canada,1985,MF,15,999,1,16.7,6.8,63.9,24.7,18.4,11.2,9.9996,5.6428,3.7636,0.5932,20338,CAN,Advanced Economies
50,Canada,1990,MF,15,999,0.8,13.5,5.4,64.9,27.3,20.8,13.4,10.3999,5.7064,4.0109,0.6826,21968,CAN,Advanced Economies
50,Canada,1995,MF,15,999,0.9,11.4,5,63.5,29.4,24.2,15.1,10.7777,5.7546,4.2373,0.7858,23330,CAN,Advanced Economies
50,Canada,2000,MF,15,999,0.9,9.3,3.6,64,30.2,25.8,18,11.0296,5.7775,4.3765,0.8756,24830,CAN,Advanced Economies
50,Canada,2005,MF,15,999,0.8,6,2.7,53.4,32.3,39.8,26.1,12.1298,5.8533,4.9577,1.3188,26588,CAN,Advanced Economies
50,Canada,2010,MF,15,999,0.7,5.2,2.4,58.9,38.6,35.2,23.3,12.0827,5.8744,5.0379,1.1704,28292,CAN,Advanced Economies
110,Denmark,1950,MF,15,999,5.8,63.6,39.4,23.7,11.4,6.8,4,7.427,5.7464,1.4645,0.2161,3147,DNK,Advanced Economies
110,Denmark,1955,MF,15,999,5.4,61.5,38.3,25.8,12.1,7.3,4.2,7.6183,5.8111,1.5768,0.2304,3262,DNK,Advanced Economies
110,Denmark,1960,MF,15,999,5.1,59.2,37.3,27.8,13,7.9,4.5,7.8231,5.8785,1.6971,0.2475,3424,DNK,Advanced Economies
110,Denmark,1965,MF,15,999,4.1,56.1,37.4,30.9,14.3,8.9,5,8.2249,6.0563,1.8902,0.2784,3628,DNK,Advanced Economies
110,Denmark,1970,MF,15,999,3.1,53.8,37.3,32.6,15.4,10.5,5.9,8.5983,6.2021,2.0678,0.3284,3780,DNK,Advanced Economies
110,Denmark,1975,MF,15,999,3,51.1,36.2,33.8,17.1,12.1,6.9,8.9038,6.2701,2.253,0.3806,3917,DNK,Advanced Economies
110,Denmark,1980,MF,15,999,2.6,46.8,33.9,37.1,19.3,13.5,7.8,9.2981,6.3681,2.5034,0.4265,4056,DNK,Advanced Economies
110,Denmark,1985,MF,15,999,2,37.8,27.6,43.5,23.3,16.7,9.8,10.0431,6.5062,3.0068,0.5301,4171,DNK,Advanced Economies
110,Denmark,1990,MF,15,999,0.1,48.6,35.6,38.7,21.5,12.6,7.4,9.4167,6.4577,2.5598,0.3993,4264,DNK,Advanced Economies
110,Denmark,1995,MF,15,999,0.1,46.1,34.4,38.1,21.5,15.7,9.4,9.6651,6.4331,2.729,0.503,4319,DNK,Advanced Economies
110,Denmark,2000,MF,15,999,0.1,44.9,34,39.2,22.8,15.8,9.7,9.7124,6.3948,2.8082,0.5094,4352,DNK,Advanced Economies
110,Denmark,2005,MF,15,999,0.1,42.6,32.8,39.6,23.1,17.7,10.8,9.8747,6.3634,2.9409,0.5704,4409,DNK,Advanced Economies
110,Denmark,2010,MF,15,999,0.1,40.8,31.8,38.2,22.7,20.9,12.6,10.0566,6.3124,3.076,0.6682,4515,DNK,Advanced Economies
111,Finland,1950,MF,15,999,1.2,90.4,56.5,5.5,1.4,3,1.4,5.3854,4.9145,0.3839,0.087,2806,FIN,Advanced Economies
111,Finland,1955,MF,15,999,0.6,89.4,56.2,6.5,1.5,3.5,1.6,5.5242,4.969,0.4517,0.1035,2937,FIN,Advanced Economies
111,Finland,1960,MF,15,999,0.6,87.6,55.7,7.6,1.7,4.2,1.9,5.6683,5.0108,0.5345,0.123,3083,FIN,Advanced Economies
111,Finland,1965,MF,15,999,0.8,77.5,52.3,16.7,3.7,5.1,2.2,6.2641,5.199,0.9181,0.147,3327,FIN,Advanced Economies
111,Finland,1970,MF,15,999,1.4,66.5,46.6,25.1,5.8,7,3.2,6.8675,5.3186,1.3458,0.2032,3473,FIN,Advanced Economies
111,Finland,1975,MF,15,999,1.4,59.4,42.5,30,17.2,9.2,4.3,7.6487,5.4099,1.9682,0.2706,3674,FIN,Advanced Economies
111,Finland,1980,MF,15,999,1.2,52.9,38.7,35.1,24.3,10.8,6.4,8.2731,5.5003,2.4296,0.3432,3810,FIN,Advanced Economies
111,Finland,1985,MF,15,999,1.1,53.2,39,34.1,20.3,11.5,5.7,8.1771,5.5086,2.3234,0.3451,3951,FIN,Advanced Economies
111,Finland,1990,MF,15,999,0.1,54.2,39.7,34.1,19.1,11.6,5.7,8.1945,5.5591,2.2896,0.3458,4023,FIN,Advanced Economies
111,Finland,1995,MF,15,999,0.3,44.5,33.2,35.1,19.1,20,9.5,9.0595,5.642,2.8271,0.5904,4136,FIN,Advanced Economies
111,Finland,2000,MF,15,999,0.6,53.7,40.7,34.1,18.8,11.6,5.5,8.1934,5.5733,2.2798,0.3403,4237,FIN,Advanced Economies
111,Finland,2005,MF,15,999,0.4,35.4,27.3,38.3,19.8,25.8,11.8,9.778,5.7311,3.2938,0.7532,4341,FIN,Advanced Economies
111,Finland,2010,MF,15,999,0.3,32.5,25.2,42.7,25.4,24.5,10.5,9.9742,5.761,3.513,0.7002,4451,FIN,Advanced Economies
112,France,1950,MF,15,999,0.3,89.4,39.8,8.7,2.3,1.6,0.9,4.323,3.7445,0.5286,0.0499,32331,FRA,Advanced Economies
112,France,1955,MF,15,999,0.3,88.1,40.3,9.7,2.5,1.9,1.1,4.4476,3.7911,0.5972,0.0593,32807,FRA,Advanced Economies
112,France,1960,MF,15,999,0.3,89.8,33.3,7.7,2.9,2.2,1.3,4.1964,3.5751,0.5516,0.0697,33637,FRA,Advanced Economies
112,France,1965,MF,15,999,1,84.9,36.1,10.4,4.3,3.7,2,4.6493,3.7305,0.8044,0.1144,36274,FRA,Advanced Economies
112,France,1970,MF,15,999,1,83.9,39.2,12.4,5.2,2.7,1.5,4.7557,3.8329,0.8396,0.0832,38171,FRA,Advanced Economies
112,France,1975,MF,15,999,1,71.5,32.4,20.1,8.1,7.4,3.9,5.7613,3.9717,1.5642,0.2255,40105,FRA,Advanced Economies
112,France,1980,MF,15,999,0.9,67.6,27.8,23.8,9.2,7.7,3.7,5.955,3.9591,1.767,0.2289,41876,FRA,Advanced Economies
112,France,1985,MF,15,999,5.4,51.7,21.4,33.1,16.3,9.7,4.8,6.7594,3.9727,2.4952,0.2915,43562,FRA,Advanced Economies
112,France,1990,MF,15,999,8,39.7,16.2,40.5,22,11.8,5.8,7.4746,4.0135,3.1094,0.3517,45248,FRA,Advanced Economies
112,France,1995,MF,15,999,5,31.3,12.6,48.9,28.6,14.8,7.1,8.5737,4.2834,3.8511,0.4392,46961,FRA,Advanced Economies
112,France,2000,MF,15,999,2.7,23.4,9.2,56.3,34.4,17.7,8.4,9.5549,4.5123,4.5204,0.5221,48229,FRA,Advanced Economies
112,France,2005,MF,15,999,1.5,21.1,8.1,58.9,35.9,18.6,8.7,9.8823,4.602,4.734,0.5463,49502,FRA,Advanced Economies
112,France,2010,MF,15,999,1.3,14.7,5.5,63.7,42.2,20.3,9.4,10.5329,4.7054,5.2344,0.5931,50470,FRA,Advanced Economies
190,Germany,1950,MF,15,999,2.3,75.4,46.4,19.4,3.6,2.9,1.7,4.9498,3.3279,1.5316,0.0903,52523,DEU,Advanced Economies
190,Germany,1955,MF,15,999,2.7,74.5,46.4,20,4.6,2.9,1.6,5.0175,3.3306,1.5969,0.0899,55420,DEU,Advanced Economies
190,Germany,1960,MF,15,999,2.6,73.9,46.4,20.4,5.9,3.1,1.8,5.1195,3.3462,1.6771,0.0962,57323,DEU,Advanced Economies
190,Germany,1965,MF,15,999,2.5,73.7,48.7,20.6,7.2,3.2,1.9,5.2434,3.3997,1.742,0.1017,58606,DEU,Advanced Economies
190,Germany,1970,MF,15,999,4.5,74.3,51.2,18.5,7.3,2.7,1.6,5.0158,3.3571,1.5733,0.0854,60020,DEU,Advanced Economies
190,Germany,1975,MF,15,999,5,72.6,51.2,17.7,8,4.7,2.7,5.2464,3.3724,1.7259,0.1481,61743,DEU,Advanced Economies
190,Germany,1980,MF,15,999,5.2,68.9,49.9,20.1,10.1,5.7,3.3,5.609,3.4083,2.0217,0.1791,63814,DEU,Advanced Economies
190,Germany,1985,MF,15,999,5.1,65.2,47.7,23.4,13.1,6.4,3.7,6.025,3.4491,2.373,0.2028,65244,DEU,Advanced Economies
190,Germany,1990,MF,15,999,5,45.1,33,37.2,23.1,12.8,7.6,8.042,3.5595,4.0742,0.4083,66657,DEU,Advanced Economies
190,Germany,1995,MF,15,999,5.4,33.4,24.9,45.6,30.1,15.6,9.5,9.1547,3.6129,5.0397,0.5021,68395,DEU,Advanced Economies
190,Germany,2000,MF,15,999,5.1,25.9,19.6,51.6,35.5,17.4,10.7,9.9525,3.6681,5.7225,0.562,69490,DEU,Advanced Economies
190,Germany,2005,MF,15,999,4.6,5.3,4.1,72.1,51.2,18,11,11.8446,3.789,7.4761,0.5795,70864,DEU,Advanced Economies
190,Germany,2010,MF,15,999,4,6.4,5,71.8,51,17.8,10.9,11.8231,3.8107,7.4392,0.5733,71607,DEU,Advanced Economies
114,Greece,1950,MF,15,999,26.1,57.3,19,15,8.6,1.6,1.1,4.1352,3.2815,0.8,0.0537,5397,GRC,Advanced Economies
114,Greece,1955,MF,15,999,20.3,48.2,19.7,29.8,17.7,1.7,1.3,5.5126,3.9276,1.5252,0.0598,5857,GRC,Advanced Economies
114,Greece,1960,MF,15,999,12.6,33.8,16.3,51.5,31.7,2.1,1.7,7.4191,4.7195,2.6233,0.0763,6123,GRC,Advanced Economies
114,Greece,1965,MF,15,999,14,49.2,26.9,34,21.2,2.8,2.3,6.4228,4.4931,1.8274,0.1023,6373,GRC,Advanced Economies
114,Greece,1970,MF,15,999,13.5,51.7,32,30.3,19.2,4.5,3.7,6.5165,4.5984,1.7538,0.1643,6605,GRC,Advanced Economies
114,Greece,1975,MF,15,999,10.9,55.4,38.5,27.2,17.5,6.5,5.2,6.8025,4.8387,1.7296,0.2342,6887,GRC,Advanced Economies
114,Greece,1980,MF,15,999,9.6,56.4,43.7,25.4,16.3,8.6,5.9,7.1013,5.0434,1.7679,0.2899,7443,GRC,Advanced Economies
114,Greece,1985,MF,15,999,8.3,50.4,40.9,31.1,24.9,10.2,8.7,7.8898,5.2181,2.2925,0.3792,7818,GRC,Advanced Economies
114,Greece,1990,MF,15,999,7.4,43.2,34.6,36.9,33.6,12.1,11.3,8.5806,5.2716,2.8408,0.4682,8206,GRC,Advanced Economies
114,Greece,1995,MF,15,999,10,35.6,31.3,40.7,29.5,13.7,12.7,8.7317,5.2707,2.9313,0.5296,8869,GRC,Advanced Economies
114,Greece,2000,MF,15,999,10.9,30.3,27.6,45.1,31.6,13.6,11.7,8.8889,5.2614,3.1197,0.5078,9306,GRC,Advanced Economies
114,Greece,2005,MF,15,999,2.9,34.3,30.3,41.4,28.7,21.3,18.7,9.8909,5.7035,3.3865,0.8009,9527,GRC,Advanced Economies
114,Greece,2010,MF,15,999,1.7,27,25.3,47.5,34.8,23.9,22.3,10.6767,5.8496,3.903,0.9241,9649,GRC,Advanced Economies
116,Iceland,1950,MF,15,999,1.2,86.2,54,9.8,4.7,2.7,1.5,5.7186,4.9611,0.6729,0.0845,99,ISL,Advanced Economies
116,Iceland,1955,MF,15,999,1.1,84.2,53.1,11.5,5.4,3.2,1.8,5.8896,5.0027,0.7871,0.0998,105,ISL,Advanced Economies
116,Iceland,1960,MF,15,999,1,80.8,51.4,14.6,6.8,3.7,2.1,6.1436,5.0606,0.9681,0.1149,115,ISL,Advanced Economies
116,Iceland,1965,MF,15,999,0.8,76.1,51.3,19,8.7,4.2,2.3,6.5532,5.2108,1.2128,0.1296,126,ISL,Advanced Economies
116,Iceland,1970,MF,15,999,0.8,70.4,49.6,23.8,11.1,5,2.7,6.9882,5.3295,1.5056,0.1531,136,ISL,Advanced Economies
116,Iceland,1975,MF,15,999,1.1,64.9,46.9,27.6,13.7,6.5,3.5,7.4213,5.3957,1.8265,0.1991,152,ISL,Advanced Economies
116,Iceland,1980,MF,15,999,1.2,59.8,44.2,30.6,15.8,8.4,4.6,7.8641,5.4637,2.1404,0.2601,165,ISL,Advanced Economies
116,Iceland,1985,MF,15,999,1.2,54.7,40.7,33.9,18.1,10.3,5.8,8.2964,5.5115,2.4625,0.3223,178,ISL,Advanced Economies
116,Iceland,1990,MF,15,999,1.3,50.1,37.2,36.5,20.2,12.3,7,8.6852,5.542,2.7579,0.3853,192,ISL,Advanced Economies
116,Iceland,1995,MF,15,999,1.3,45.7,34.6,38.1,21.4,15,8.7,9.1147,5.5954,3.0458,0.4734,203,ISL,Advanced Economies
116,Iceland,2000,MF,15,999,1.3,41.9,32.2,38.4,22.1,18.5,10.9,9.5604,5.6381,3.3333,0.589,215,ISL,Advanced Economies
116,Iceland,2005,MF,15,999,1.3,37.7,29.5,37,21.5,24.1,14.2,10.1112,5.6827,3.6608,0.7677,231,ISL,Advanced Economies
116,Iceland,2010,MF,15,999,1.2,34.1,26.9,34.9,20.8,30,17.6,10.734,5.808,3.9752,0.9509,243,ISL,Advanced Economies
117,Ireland,1950,MF,15,999,6.1,70.1,43.4,20.6,9.7,3.2,1.8,7.5116,6.4423,0.9699,0.0994,2111,IRL,Advanced Economies
117,Ireland,1955,MF,15,999,5.4,67.2,41.9,23.8,11,3.5,2,7.7679,6.548,1.11,0.1099,2045,IRL,Advanced Economies
117,Ireland,1960,MF,15,999,4.9,64.8,40.7,26.5,12.3,3.8,2.1,7.9958,6.6465,1.2308,0.1186,1953,IRL,Advanced Economies
117,Ireland,1965,MF,15,999,4.2,61.1,40.7,30.7,14.1,4,2.2,8.3732,6.8465,1.4022,0.1245,1979,IRL,Advanced Economies
117,Ireland,1970,MF,15,999,4,56.3,39.1,34.8,16.2,4.9,2.7,8.7572,6.9935,1.612,0.1517,2034,IRL,Advanced Economies
117,Ireland,1975,MF,15,999,3.6,48.2,34.5,41.5,20.5,6.6,3.6,9.3475,7.1569,1.9854,0.2052,2187,IRL,Advanced Economies
117,Ireland,1980,MF,15,999,2.2,41.2,30.3,47.7,24.4,8.9,4.9,10.0245,7.3841,2.3642,0.2761,2360,IRL,Advanced Economies
117,Ireland,1985,MF,15,999,2,34.8,25.8,50.9,27,12.3,6.9,10.5465,7.4828,2.6805,0.3831,2489,IRL,Advanced Economies
117,Ireland,1990,MF,15,999,2.3,31.6,23.5,50.5,27.5,15.6,8.8,10.5817,7.2498,2.8443,0.4876,2554,IRL,Advanced Economies
117,Ireland,1995,MF,15,999,4.8,24.6,18.7,49.9,27.6,20.6,11.8,10.6841,6.9545,3.0817,0.648,2733,IRL,Advanced Economies
117,Ireland,2000,MF,15,999,5.2,19.8,15.3,51.2,29.3,23.9,13.8,10.8732,6.806,3.3141,0.7531,2979,IRL,Advanced Economies
117,Ireland,2005,MF,15,999,4.1,15.7,12.3,52.7,30.9,27.5,16.3,11.251,6.8001,3.5744,0.8765,3311,IRL,Advanced Economies
117,Ireland,2010,MF,15,999,3.2,13.3,10.5,52.7,31.9,30.7,18.5,11.64,6.899,3.7571,0.9839,3526,IRL,Advanced Economies
118,Italy,1950,MF,15,999,14.2,73.9,45,10.7,4.1,1.2,0.7,4.2246,3.5673,0.6198,0.0374,34706,ITA,Advanced Economies
118,Italy,1955,MF,15,999,12.3,72.2,45.4,13.9,4.9,1.6,0.9,4.5553,3.716,0.7892,0.0502,36453,ITA,Advanced Economies
118,Italy,1960,MF,15,999,10.6,70.8,46.7,16.9,5.9,1.7,1,4.8604,3.8672,0.939,0.0542,37765,ITA,Advanced Economies
118,Italy,1965,MF,15,999,7.7,70.1,47.8,20.1,6.7,2.1,1.2,5.2336,4.0579,1.109,0.0667,39450,ITA,Advanced Economies
118,Italy,1970,MF,15,999,5.7,67.2,48,24.9,8.4,2.2,1.2,5.636,4.2309,1.337,0.068,40597,ITA,Advanced Economies
118,Italy,1975,MF,15,999,7.5,58.2,45.5,31.1,10.6,3.2,1.8,6.1258,4.3084,1.7166,0.1008,42004,ITA,Advanced Economies
118,Italy,1980,MF,15,999,8.2,48.8,41.1,39.7,13.8,3.3,1.9,6.6505,4.3978,2.1482,0.1045,43865,ITA,Advanced Economies
118,Italy,1985,MF,15,999,8.4,41.6,36.7,45.5,17.5,4.5,2.6,7.2076,4.4606,2.6034,0.1436,45512,ITA,Advanced Economies
118,Italy,1990,MF,15,999,8.2,35.3,32.1,50.4,20.4,6,3.6,7.7178,4.5107,3.015,0.1921,47722,ITA,Advanced Economies
118,Italy,1995,MF,15,999,7.6,29.4,27.2,55.5,23.7,7.6,4.6,8.2712,4.5692,3.4576,0.2445,48732,ITA,Advanced Economies
118,Italy,2000,MF,15,999,7,24.4,22.9,60.4,28.5,8.3,5.1,8.7864,4.6173,3.901,0.2682,49468,ITA,Advanced Economies
118,Italy,2005,MF,15,999,6.8,20.8,19.7,63.2,31.9,9.1,5.7,9.1472,4.6295,4.2217,0.296,49948,ITA,Advanced Economies
118,Italy,2010,MF,15,999,5.5,18.3,17,65.9,34,10.2,6.3,9.5096,4.6894,4.491,0.3292,50210,ITA,Advanced Economies
90,Japan,1950,MF,15,999,4.4,60.7,38.5,30.4,17.4,4.5,1.7,6.8938,5.0698,1.7013,0.1228,53981,JPN,Advanced Economies
90,Japan,1955,MF,15,999,3.4,55.1,35.2,36.3,21.3,5.2,2.1,7.3862,5.1999,2.0408,0.1455,59662,JPN,Advanced Economies
90,Japan,1960,MF,15,999,2.4,47.2,30.5,44.8,26.9,5.6,2.7,8.0071,5.3537,2.487,0.1664,65669,JPN,Advanced Economies
90,Japan,1965,MF,15,999,1.4,52.8,36,40.4,24.3,5.3,2.4,7.825,5.4077,2.2628,0.1544,73234,JPN,Advanced Economies
90,Japan,1970,MF,15,999,0.7,50.4,35.6,41.3,25.6,7.6,3.6,8.1988,5.513,2.4621,0.2236,79260,JPN,Advanced Economies
90,Japan,1975,MF,15,999,0.5,44.8,32.1,43.3,27.3,11.4,5.7,8.7429,5.5936,2.8059,0.3434,84415,JPN,Advanced Economies
90,Japan,1980,MF,15,999,0.4,38.6,28.3,45.5,28.9,15.6,5,9.2508,5.6729,3.1667,0.4112,89295,JPN,Advanced Economies
90,Japan,1985,MF,15,999,0.3,33.5,24.6,47.6,30.2,18.6,11,9.7526,5.713,3.4493,0.5903,94840,JPN,Advanced Economies
90,Japan,1990,MF,15,999,0.2,32.1,23.6,46.1,29.2,21.5,12.6,9.9646,5.7301,3.5518,0.6827,100808,JPN,Advanced Economies
90,Japan,1995,MF,15,999,0.2,25.4,19,48.5,31.1,25.8,15.4,10.5592,5.7944,3.94,0.8248,105454,JPN,Advanced Economies
90,Japan,2000,MF,15,999,0.2,22.3,16.8,47.9,30.9,29.6,18.1,10.9229,5.8256,4.1438,0.9534,108437,JPN,Advanced Economies
90,Japan,2005,MF,15,999,0.1,19.5,14.9,46.9,30.4,33.5,20.6,11.2613,5.8527,4.3278,1.0807,110156,JPN,Advanced Economies
90,Japan,2010,MF,15,999,0.1,16.8,12.9,45.7,29.7,37.3,23,11.582,5.8744,4.5008,1.2067,110797,JPN,Advanced Economies
119,Luxembourg,1950,MF,15,999,4.2,72.4,44.8,20.2,9.6,3.2,1.9,6.2455,4.9239,1.2196,0.102,236,LUX,Advanced Economies
119,Luxembourg,1955,MF,15,999,3.5,69.9,43.5,22.8,10.9,3.7,2.1,6.4919,4.995,1.3795,0.1174,244,LUX,Advanced Economies
119,Luxembourg,1960,MF,15,999,3.3,66.7,41.8,25.4,12,4.5,2.7,6.7577,5.0526,1.5611,0.1441,246,LUX,Advanced Economies
119,Luxembourg,1965,MF,15,999,2.6,63.8,42.2,28.2,13.3,5.4,3.1,7.1215,5.1977,1.7536,0.1702,259,LUX,Advanced Economies
119,Luxembourg,1970,MF,15,999,1.1,60.9,42.1,31.5,14.9,6.5,3.8,7.5715,5.3703,1.9962,0.2049,264,LUX,Advanced Economies
119,Luxembourg,1975,MF,15,999,1.4,55.8,39.5,35,17.7,7.8,4.5,7.9786,5.4297,2.3034,0.2455,283,LUX,Advanced Economies
119,Luxembourg,1980,MF,15,999,2.2,50.8,36.9,38.1,19.9,8.8,5.1,8.286,5.4491,2.5594,0.2776,295,LUX,Advanced Economies
119,Luxembourg,1985,MF,15,999,3.3,45.9,33.6,41.1,22.2,9.8,5.8,8.5521,5.4342,2.806,0.3119,303,LUX,Advanced Economies
119,Luxembourg,1990,MF,15,999,3.8,40.7,29.9,43.9,24.6,11.7,7,8.9352,5.4461,3.1168,0.3722,312,LUX,Advanced Economies
